INSTNM,STABBR,REGION,C200_4,RET_FT4_POOLED,ADM_RATE_ALL,C150_4,UGDS,PCTFLOAN,TRANS_4_POOLED,CCUGPROF,CONTROL,CCSIZSET,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,MD_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,SD_EARN_WNE_P10,AVGFACSAL,INC_PCT_LO,DEP_STAT_PCT_IND,PAR_ED_PCT_1STGEN
Monroe 2 Orleans BOCES-Center for Workforce Development,NY,2,NULL,NULL,NULL,NULL,74,0.3366,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6892655367,0.7570621469,0.4027777778
Aveda Fredric's Institute-Cincinnati,OH,3,NULL,NULL,NULL,NULL,213,0.5518,NULL,-2,3,-2,14190,14724,18439,19572,19572,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.3224489796,0.3102040816,0.367965368
MyComputerCareer.edu-Columbus,OH,3,NULL,NULL,NULL,NULL,617,0.7174,NULL,-2,3,-2,30923,32019,32543,29286,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4931,0.5481727575,0.842192691,0.4857723577
CDE Career Institute,PA,2,NULL,NULL,NULL,NULL,27,0.2308,NULL,-2,3,-2,24553,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Instituto Educativo Premier,PR,9,NULL,NULL,NULL,NULL,188,0,NULL,-2,3,-2,11987,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.9493243243,0.5,0.5655172414
Charleston School of Law,SC,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11408,NULL,NULL,NULL
Elite College of Cosmetology,TN,5,NULL,NULL,NULL,NULL,79,0.9533,NULL,-2,3,-2,9436,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6956521739,0.6739130435,0.5714285714
Memphis Institute of Barbering,TN,5,NULL,NULL,NULL,NULL,161,0.9264,NULL,-2,3,-2,10133,NULL,15655,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.9025641026,0.6615384615,0.5290322581
Manuel and Theresa's School of Hair Design-Bryan,TX,6,NULL,NULL,NULL,NULL,25,0.6875,NULL,-2,3,-2,8320,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6590909091,0.4772727273,0.5882352941
Southwest University at El Paso,TX,6,NULL,0.8077,NULL,0.6594,1527,0.8271,0,10,3,9,17575,18438,19667,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3503,0.7431111111,0.6235555556,0.5078219013
Paul Mitchell the School-Austin,TX,6,NULL,NULL,NULL,NULL,175,0.4829,NULL,-2,3,-2,15754,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5159817352,0.4657534247,0.3434343434
Aveda Institute-Provo,UT,7,NULL,NULL,NULL,NULL,118,0.4241,NULL,-2,3,-2,11131,15939,16206,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.472,0.424,PrivacySuppressed
Dixie Technical College,UT,7,NULL,NULL,NULL,NULL,480,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.655,0.645,0.4388888889
Dominion School of Hair Design,VA,5,NULL,NULL,NULL,NULL,17,0.6667,NULL,-2,3,-2,12394,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,0.7297297297,PrivacySuppressed
Victoria's Academy of Cosmetology,WA,8,NULL,NULL,NULL,NULL,114,0.651,NULL,-2,3,-2,9909,12153,10807,14071,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7321428571,0.7261904762,0.5669291339
Inland Massage Institute,WA,8,NULL,NULL,NULL,NULL,46,0.7838,NULL,-2,3,-2,26252,29653,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.619047619,0.746031746,PrivacySuppressed
Sunnyside Beauty Academy,WA,8,NULL,NULL,NULL,NULL,6,0.0909,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Wisconsin Academy,WI,3,NULL,NULL,NULL,NULL,2,0.25,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5505617978,0.4157303371,0.4415584416
The Art Institute of Pittsburgh-Online Division,PA,2,0.0455,0.3527,NULL,0.1179,2936,0.5767,0,5,3,9,19787,21124,25908,28411,29171,33000,17900,49900,29100,4709,0.7105308366,0.7795911355,0.4861344538
University of South Florida-Sarasota-Manatee,FL,5,NULL,0.8306,0.44466579292267,NULL,1868,0.3759,NULL,5,1,9,NULL,NULL,NULL,NULL,NULL,43500,28400,61300,35200,8509,0.4572891772,0.2723796518,0.3575418994
Brown Mackie College-Indianapolis,IN,3,0,NULL,NULL,0.0837,168,0.7822,0.0088,11,3,6,NULL,NULL,NULL,NULL,NULL,29400,16900,42500,20300,4624,0.7125425653,0.6569239501,0.4887650235
Paul Mitchell the School-San Antonio,TX,6,NULL,NULL,NULL,NULL,264,0.5863,NULL,-2,3,-2,18247,19683,21128,NULL,NULL,28000,12300,45400,27300,NULL,0.553271028,0.5009345794,0.4290578888
CEM College-Bayamon,PR,9,NULL,0.421,NULL,0.3817,270,0.2,0,7,3,6,5989,6263,9145,NULL,NULL,19000,10000,28000,22700,2600,0.9181659896,0.4556006965,0.6864295125
Bryant & Stratton College-Wauwatosa,WI,3,0,NULL,NULL,0.2273,781,0.8675,0.0238,5,3,6,13234,11418,20688,16238,14071,24100,12100,36800,20200,6017,0.7551716629,0.7945851782,0.5378553335
The Art Institute of Michigan,MI,3,0.2857,0.4379,NULL,0.2976,532,0.8463,0.0224,7,3,6,16838,16393,19390,20358,20375,34100,19000,51500,27400,4436,0.6192609183,0.3924972004,0.4023591088
The Art Institute of Austin,TX,6,0.2788,0.5695,NULL,0.1965,638,0.6716,0.0031,7,3,6,22515,21539,25880,29528,29528,34100,18600,51900,29900,4748,0.5917857143,0.4703571429,0.4134532991
Remington College-Houston Southeast Campus,TX,6,NULL,NULL,NULL,NULL,338,0.6624,NULL,4,2,1,20169,20606,22051,23905,25003,26800,14900,37300,17800,4068,0.8103864734,0.7223320158,0.5946662943
Remington College-Shreveport Campus,LA,5,NULL,NULL,NULL,0.6267,399,0.6586,0,10,2,6,20940,21694,24400,24927,NULL,26800,14900,37300,17800,3650,0.8103864734,0.7223320158,0.5946662943
National American University-Austin,TX,6,NULL,NULL,NULL,0,222,0.8191,0,5,3,6,NULL,NULL,NULL,NULL,NULL,34500,19100,52400,28900,6604,0.7042106829,0.9074542479,0.5379245283
National American University-Wichita,KS,4,0,NULL,NULL,NULL,130,0.8986,0,5,3,6,NULL,NULL,NULL,NULL,NULL,34500,19100,52400,28900,3606,0.7042106829,0.9074542479,0.5379245283
Fortis College-Landover,MD,2,NULL,NULL,NULL,NULL,550,0.6543,NULL,4,3,2,16192,16882,19382,21185,21689,24700,13400,39100,20700,6392,0.7841817417,0.6827934371,0.6093096234
Jenny Lea Academy of Cosmetology,TN,5,NULL,NULL,NULL,NULL,101,0.679,NULL,-2,3,-2,14402,18413,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.8231292517,0.7006802721,0.528
The Hair Academy,ND,4,NULL,NULL,NULL,NULL,55,0.3667,NULL,-2,3,-2,8940,11789,9406,13960,13960,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.447761194,0.4328358209,PrivacySuppressed
The Art Institute of Raleigh-Durham,NC,5,0.1935,0.6048,NULL,0.2595,370,0.7626,0,7,3,6,21729,23352,25603,29706,29706,33400,17600,54000,31500,4584,0.6569544875,0.7848433291,0.4722883373
Ross Medical Education Center-New Baltimore,MI,3,NULL,NULL,NULL,NULL,75,0.5793,NULL,-2,3,-2,19185,24379,NULL,24379,NULL,25000,14300,34000,14400,NULL,0.7281795511,0.7094763092,0.5854732208
Ross College-Sylvania,OH,3,NULL,NULL,NULL,NULL,439,0.6597,NULL,4,3,1,19520,17340,19163,NULL,NULL,24900,13600,34400,14800,1932,0.70303269,0.76565577,0.562732342
Argosy University-Salt Lake City,UT,7,0,0.5,NULL,0.5,43,0.5606,0,5,3,6,NULL,NULL,NULL,NULL,NULL,41400,24400,60300,34300,NULL,0.7293993359,0.753923936,0.4925148291
Escuela De Troqueleria Y Herramentaje,PR,9,NULL,NULL,0.92778793418647,NULL,88,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,20200,12500,31000,22400,NULL,0.8278757347,0.1960537364,0.4220532319
Virginia College-Montgomery,AL,5,NULL,NULL,NULL,NULL,429,0.7611,NULL,3,3,1,28327,27628,29447,NULL,32594,24600,13900,37600,20800,4390,0.8218329525,0.7521198274,0.5505912432
Fortis Institute-Nashville,TN,5,NULL,NULL,NULL,NULL,353,0.6005,NULL,4,3,1,26455,27583,28579,31219,NULL,25800,14700,37800,19100,4333,0.7626158599,0.7584963955,0.5462184874
ATA College Tri-County,OH,3,NULL,NULL,NULL,NULL,277,0.8103,NULL,2,3,1,21356,19490,NULL,NULL,NULL,26400,13800,42200,21800,1548,0.725440806,0.8077246012,0.5902777778
Elite Welding Academy LLC,OH,3,NULL,NULL,NULL,NULL,79,0.4832,NULL,-2,3,-2,15501,18915,21849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5461538462,0.5538461538,0.4086956522
Galen College of Nursing-Cincinnati,OH,3,NULL,NULL,NULL,NULL,478,0.8814,NULL,2,3,1,25927,26587,28149,28702,28702,42000,26000,58200,27800,5452,0.4454425942,0.7863716039,0.4930104843
Pinnacle Career Institute-North Kansas City,MO,4,NULL,NULL,NULL,NULL,46,0.566,NULL,4,3,1,17841,21263,21263,NULL,NULL,25000,11200,38200,21500,5409,0.7631578947,0.8442105263,0.535326087
Strayer University-North Carolina,NC,5,0.5,0.4043,NULL,0.25,3980,0.8381,0,5,3,9,NULL,NULL,24779,NULL,NULL,45900,27500,72000,39800,7632,0.7151960619,0.9163154523,0.5372940338
Strayer University-New Jersey,NJ,2,0,0.5556,NULL,NULL,770,0.715,NULL,5,3,6,NULL,NULL,NULL,NULL,NULL,45900,27500,72000,39800,7571,0.7151960619,0.9163154523,0.5372940338
American National University-Dayton,OH,3,NULL,NULL,NULL,NULL,20,0.7071,NULL,2,3,1,NULL,NULL,NULL,NULL,NULL,21000,10800,31500,16500,3557,0.8054932735,0.860426009,0.5898681471
American National University-Youngstown,OH,3,NULL,NULL,NULL,NULL,33,0.6765,NULL,2,3,1,19948,14820,NULL,NULL,NULL,21000,10800,31500,16500,3639,0.8054932735,0.860426009,0.5898681471
Harris School of Business-Hamilton Campus,NJ,2,NULL,NULL,NULL,NULL,42,0.5062,NULL,-2,3,-2,18490,18627,18182,19785,22067,23800,12000,36000,20500,NULL,0.8707794915,0.7307211338,0.6626213592
The Ohio Media School-Columbus,OH,3,NULL,NULL,0.85294117647058,NULL,107,0.9387,NULL,-2,3,-2,20809,23975,25026,NULL,NULL,30900,17800,40800,25700,NULL,0.7160342717,0.7025703794,0.4240121581
Ohio Medical Career College,OH,3,NULL,NULL,NULL,NULL,87,0.6957,NULL,-2,3,-2,11105,13075,15685,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.694214876,0.9008264463,0.59375
Ohio Technical College-PowerSport Institute,OH,3,NULL,NULL,NULL,NULL,111,0.6721,NULL,4,3,1,16938,16135,19769,19689,21119,37000,19700,53500,24800,3364,0.4924297044,0.2984859409,0.4685950413
The King's College,NY,2,0.4466,0.7129,0.40896091515729,0.5155,533,0.7842,0,15,2,8,27907,30468,28801,32433,35759,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,8927,0.2727272727,0.0606060606,PrivacySuppressed
Chamberlain University-Illinois,IL,3,0.8889,0.8065,0.55629139072847,0.5,15689,0.6518,0.3056,5,3,15,22427,20271,23706,NULL,NULL,58400,37100,77900,33500,7647,0.3369315068,0.8631780822,0.47309798
Chamberlain University-Ohio,OH,3,0.4615,0.68,0.55629139072847,0.4444,548,0.8078,0.2167,5,3,6,21313,NULL,26184,28170,28170,58400,37100,77900,33500,6539,0.3369315068,0.8631780822,0.47309798
Chamberlain University-Arizona,AZ,6,NULL,0.6667,0.55629139072847,0.6667,650,0.8116,0.2,5,3,6,22864,NULL,NULL,25746,NULL,58400,37100,77900,33500,6938,0.3369315068,0.8631780822,0.47309798
Career Quest Learning Centers-Jackson,MI,3,NULL,NULL,NULL,NULL,119,0.8856,NULL,4,3,1,22669,21906,NULL,24267,NULL,24000,PrivacySuppressed,PrivacySuppressed,20500,3627,0.8292220114,0.825426945,0.5736526946
Bryan University,AR,5,NULL,NULL,NULL,NULL,53,0.6195,NULL,4,3,1,19429,21395,22181,NULL,NULL,24400,14400,37500,19900,2917,0.8087719298,0.8596491228,0.5971896956
The Salon Professional Academy-Appleton,WI,3,NULL,NULL,NULL,NULL,52,0.6486,NULL,-2,3,-2,9216,10190,12663,14085,14085,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.4675324675,0.3636363636,PrivacySuppressed
Milan Institute of Cosmetology-Fairfield,CA,8,NULL,NULL,NULL,NULL,54,0.596,NULL,-2,3,-2,12860,13573,NULL,17463,17463,18300,10700,28500,14200,NULL,0.7505707763,0.6312785388,0.5790322581
Milan Institute of Cosmetology-Reno,NV,8,NULL,NULL,NULL,NULL,154,0.3898,NULL,-2,3,-2,16581,18279,19057,20883,20308,18300,10700,28500,14200,NULL,0.7505707763,0.6312785388,0.5790322581
Milan Institute of Cosmetology-Visalia,CA,8,NULL,NULL,NULL,NULL,229,0.6702,NULL,-2,3,-2,16414,16668,17593,20545,20545,18300,10700,28500,14200,NULL,0.7505707763,0.6312785388,0.5790322581
Ottawa University-Online,KS,4,NULL,NULL,0.8045045045045,NULL,155,0.4421,NULL,5,2,6,NULL,NULL,NULL,NULL,NULL,41500,27600,59700,39600,6717,0.3986928105,0.6496732026,0.4008683068
Paul Mitchell the School-Esani,GA,5,NULL,NULL,NULL,NULL,289,0.6152,NULL,-2,3,-2,17846,NULL,NULL,NULL,NULL,16100,PrivacySuppressed,PrivacySuppressed,14900,NULL,0.6115485564,0.5748031496,0.3852941176
Institute of Production and Recording,MN,4,NULL,0.8333,NULL,0.6182,204,0.3756,0,7,3,6,22756,21774,22631,28236,28655,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4602,0.4041450777,0.2331606218,0.2234636872
Virginia College-Greenville,SC,5,NULL,NULL,NULL,NULL,355,0.7421,NULL,3,3,1,29706,30575,32986,NULL,NULL,24600,13900,37600,20800,4463,0.8218329525,0.7521198274,0.5505912432
Paul Mitchell the School-Birmingham,AL,5,NULL,NULL,NULL,NULL,105,0.9417,NULL,-2,3,-2,17148,18366,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.664556962,0.4620253165,0.4353741497
Taft University System,CO,7,NULL,NULL,NULL,NULL,8,0,NULL,11,3,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2267,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Mayfield College,CA,8,NULL,NULL,NULL,NULL,403,0.8379,NULL,4,3,1,22136,22531,23245,26530,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4021,0.8455971049,0.6658624849,0.6538461538
Academy of Esthetics and Cosmetology,CA,8,NULL,NULL,NULL,NULL,35,0.5686,NULL,-2,3,-2,11193,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.75,0.6363636364,PrivacySuppressed
Borner's Barber College,CA,8,NULL,NULL,NULL,NULL,34,0,NULL,-2,3,-2,21364,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,0.72,0.5757575758
Paul Mitchell the School-Pasadena,CA,8,NULL,NULL,NULL,NULL,223,0.5059,NULL,-2,3,-2,16195,17083,17849,19782,19782,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6827586207,0.5275862069,0.4649122807
San Francisco Institute of Esthetics & Cosmetology Inc,CA,8,NULL,NULL,NULL,NULL,216,0.5597,NULL,-2,3,-2,23684,NULL,NULL,NULL,29077,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5724381625,0.6219081272,0.4655172414
Laurus College,CA,8,NULL,NULL,NULL,NULL,1117,0.6914,NULL,1,3,1,11284,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4132,0.7587768969,0.7757644394,0.5199362041
Healing Hands School of Holistic Health,CA,8,NULL,NULL,NULL,NULL,261,0.2783,NULL,-2,3,-2,31294,31639,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6824324324,0.8040540541,0.390625
Career Development Institute Inc,CA,8,NULL,NULL,NULL,NULL,84,0.8027,NULL,-2,3,-2,20393,23393,24260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7535211268,0.7464788732,0.462962963
Auguste Escoffier School of Culinary Arts-Boulder,CO,7,NULL,NULL,NULL,NULL,1064,0.5221,NULL,-2,3,-2,23141,24727,23812,26236,26784,NULL,NULL,NULL,NULL,5096,0.6213704994,0.6898954704,0.380952381
Aspen University,CO,7,NULL,NULL,NULL,0.25,3130,0.0237,0,5,3,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4375,0.700729927,0.9245742092,0.5145348837
Institute of Taoist Education and Acupuncture,CO,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4417,NULL,NULL,NULL
National Beauty College,CO,7,NULL,NULL,NULL,NULL,53,0,NULL,-2,3,-2,4972,4488,4663,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,0.675,PrivacySuppressed
Denver College of Nursing,CO,7,0.1111,NULL,NULL,NULL,796,0.7622,0,11,3,6,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5805,0.4804088586,0.7955706985,0.3224043716
Cambridge College of Healthcare & Technology,FL,5,NULL,NULL,NULL,NULL,164,0.9629,NULL,3,3,1,19339,20791,21539,23991,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,8662,0.7039711191,0.761732852,0.4464285714
Cozmo Beauty School,FL,5,NULL,NULL,NULL,NULL,40,0.7097,NULL,-2,3,-2,15400,10075,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6404494382,0.606741573,0.5774647887
Orion College,FL,5,NULL,NULL,NULL,NULL,136,0.9587,NULL,4,3,1,18727,17909,23174,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3750,0.7840909091,0.875,0.5578947368
Professional Hands Institute,FL,5,NULL,NULL,NULL,NULL,105,0.5385,NULL,4,3,1,23758,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2562,0.8419354839,0.9451612903,0.7158273381
Celebrity School of Beauty,FL,5,NULL,NULL,NULL,NULL,342,0.5479,NULL,-2,3,-2,23459,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.8662131519,0.8185941043,0.7380073801
Paul Mitchell the School-Atlanta,GA,5,NULL,NULL,NULL,NULL,218,0.6459,NULL,-2,3,-2,16830,17864,19447,21484,21657,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7116704805,0.4210526316,0.4196891192
Evans Hairstyling College-Rexburg,ID,7,NULL,NULL,NULL,NULL,44,0.3537,NULL,-2,3,-2,6869,7650,7752,9253,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.45,0.3333333333,PrivacySuppressed
Paul Mitchell the School-Rexburg,ID,7,NULL,NULL,NULL,NULL,132,0.5867,NULL,-2,3,-2,14273,NULL,NULL,18573,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5149700599,0.4550898204,0.3355263158
University of Aesthetics & Cosmetology,IL,3,NULL,NULL,NULL,NULL,30,0.5208,NULL,-2,3,-2,11579,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6756756757,0.6756756757,PrivacySuppressed
The University of Aesthetics & Cosmetology,IL,3,NULL,NULL,NULL,NULL,35,0.8269,NULL,-2,3,-2,9138,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5319148936,0.5957446809,PrivacySuppressed
Tricoci University of Beauty Culture-Chicago NW,IL,3,NULL,NULL,NULL,NULL,206,0.7075,NULL,-2,3,-2,13948,13890,16136,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7392638037,0.5490797546,0.5165289256
Tricoci University of Beauty Culture-Glendale Heights,IL,3,NULL,NULL,NULL,NULL,86,0.6458,NULL,-2,3,-2,14469,NULL,NULL,20062,20062,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6693548387,0.4758064516,0.4873096447
Tricoci University of Beauty Culture-Peoria,IL,3,NULL,NULL,NULL,NULL,124,0.6881,NULL,-2,3,-2,16160,18716,18860,21624,21624,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6411483254,0.6267942584,0.4823529412
Tricoci University of Beauty Culture-Rockford,IL,3,NULL,NULL,NULL,NULL,191,0.6615,NULL,-2,3,-2,14419,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7231404959,0.6198347107,0.5157894737
Frederick School of Cosmetology,MD,2,NULL,NULL,NULL,NULL,23,0.6176,NULL,-2,3,-2,10611,10581,14213,NULL,16396,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,0.6451612903,PrivacySuppressed
Omega Studios' School of Applied Recording Arts & Sciences,MD,2,NULL,NULL,NULL,NULL,103,0.3007,NULL,-2,3,-2,38146,40125,39343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4672897196,0.2710280374,0.3052631579
Focus-Hope Information Technologies Center,MI,3,NULL,NULL,NULL,NULL,33,0,NULL,-2,2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
International Cosmetology Academy,MI,3,NULL,NULL,NULL,NULL,29,0.5538,NULL,-2,3,-2,19440,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,0.5588235294
French Academy of Cosmetology,MI,3,NULL,NULL,NULL,NULL,45,0.5412,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6933333333,0.52,PrivacySuppressed
Healing Arts Center,MO,4,NULL,NULL,NULL,NULL,108,0.7604,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7124183007,0.8300653595,0.375
Paul Mitchell the School-Springfield,MO,4,NULL,NULL,NULL,NULL,108,0.6765,NULL,-2,3,-2,13302,15798,17708,19103,19103,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5571428571,0.4761904762,0.4336734694
Urshan Graduate School of Theology,MO,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6737,NULL,NULL,NULL
Mississippi Institute of Aesthetics Nails & Cosmetology,MS,5,NULL,NULL,NULL,NULL,60,0.3772,NULL,-2,3,-2,5993,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6630434783,0.6413043478,PrivacySuppressed
College of Western Idaho,ID,7,NULL,NULL,NULL,NULL,6641,0.2917,NULL,1,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5471,0.5325528856,0.5309098377,0.4464243288
Aveda Institute-Chapel Hill,NC,5,NULL,NULL,NULL,NULL,254,0.5042,NULL,-2,3,-2,17409,18692,19606,21950,22626,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5418994413,0.4832402235,0.3344155844
Daoist Traditions College of Chinese Medical Arts,NC,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Total Image Beauty Academy,NJ,2,NULL,NULL,NULL,NULL,263,0.9495,NULL,-2,3,-2,9861,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.9383561644,0.8664383562,PrivacySuppressed
Jersey College,NJ,2,NULL,NULL,0.65137614678899,NULL,2968,0.8194,NULL,4,3,3,24262,24463,24947,27643,27643,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,6445,0.4916020672,0.8879198966,0.5249343832
American Institute of Medical Sciences & Education,NJ,2,NULL,NULL,NULL,NULL,406,0.4095,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5414847162,0.6419213974,0.5
Casal Institute of Nevada,NV,8,NULL,NULL,1,NULL,184,0.5157,NULL,-2,3,-2,14379,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6023622047,0.6062992126,0.4369369369
Career School of NY,NY,2,NULL,NULL,NULL,NULL,41,0.7579,NULL,-2,2,-2,7925,9749,10537,10637,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7846153846,0.6230769231,0.7476635514
